
"time","usr","sys","idl","wai","hiq","siq","read","writ","memused","buff","cach","free","used","free","recv","send"
08-05 04:33:44,53.789,10.008,32.685,0.102,0.0,3.415,0.0,1649561.600,22587379712.0,1486848.0,4674011136.0,23204401152.0,0.0,25375535104.0,24264686.0,14418546.200
08-05 04:33:49,54.566,8.630,33.600,0.128,0.0,3.075,0.0,1671475.200,22581661696.0,1486848.0,4682305536.0,23201824768.0,0.0,25375535104.0,24073362.600,14367909.0
08-05 04:33:54,56.032,8.778,31.886,0.102,0.009,3.193,0.0,1722982.400,22581161984.0,1486848.0,4690382848.0,23194247168.0,0.0,25375535104.0,24133435.600,14358059.600
08-05 04:33:59,55.541,8.455,32.976,0.111,0.0,2.917,0.0,1623142.400,22580559872.0,1486848.0,4699017216.0,23186214912.0,0.0,25375535104.0,23207563.600,13957948.400
08-05 04:34:04,53.594,10.634,32.538,0.119,0.0,3.115,0.0,1650688.0,22585372672.0,1486848.0,4706340864.0,23174078464.0,0.0,25375535104.0,23811538.600,14040772.600
08-05 04:34:09,51.982,8.541,36.090,0.144,0.0,3.243,0.0,2092851.200,22582968320.0,1486848.0,4610457600.0,23272366080.0,0.0,25375535104.0,23986630.600,14341701.400
08-05 04:34:14,55.728,8.758,32.213,0.110,0.0,3.191,0.0,1726361.600,22581612544.0,1486848.0,4618805248.0,23265374208.0,0.0,25375535104.0,24682447.0,14662369.200
08-05 04:34:19,54.651,8.569,33.473,0.145,0.009,3.155,0.0,3470336.0,22582689792.0,1486848.0,4626354176.0,23256748032.0,0.0,25375535104.0,23832610.600,14187507.200
08-05 04:34:24,55.030,10.690,31.134,0.145,0.0,3.002,0.0,1680896.0,22581227520.0,1486848.0,4634476544.0,23250087936.0,0.0,25375535104.0,23707402.800,14294574.800
08-05 04:34:29,54.926,8.191,33.597,0.136,0.009,3.142,0.0,1637068.800,22580264960.0,1486848.0,4642406400.0,23243120640.0,0.0,25375535104.0,23545543.400,14034817.600
08-05 04:34:34,55.505,8.805,32.453,0.128,0.0,3.108,0.0,1709670.400,22579290112.0,1486848.0,4651380736.0,23235121152.0,0.0,25375535104.0,24359874.200,14586026.0
08-05 04:34:39,54.687,8.236,33.964,0.119,0.0,2.994,0.0,1635430.400,22582116352.0,1486848.0,4658610176.0,23225065472.0,0.0,25375535104.0,23429563.200,13901101.600
08-05 04:34:44,52.333,9.620,34.846,0.128,0.0,3.073,0.0,1667072.0,22583189504.0,1486848.0,4667052032.0,23215550464.0,0.0,25375535104.0,24069158.400,14620322.800
08-05 04:34:49,55.592,8.807,32.195,0.127,0.0,3.278,0.0,1723801.600,22582874112.0,1486848.0,4675104768.0,23207813120.0,0.0,25375535104.0,24170456.400,14389331.600
08-05 04:34:54,54.205,8.248,34.493,0.111,0.009,2.934,0.0,1638195.200,22583128064.0,1486848.0,4683001856.0,23199662080.0,0.0,25375535104.0,23358017.600,14026324.0
08-05 04:34:59,55.843,8.520,32.471,0.111,0.0,3.056,0.0,1688473.600,22583095296.0,1486848.0,4691312640.0,23191384064.0,0.0,25375535104.0,24239009.800,14369573.800
08-05 04:35:04,53.863,10.932,31.974,0.136,0.0,3.096,0.0,1624268.800,22585933824.0,1486848.0,4707647488.0,23172210688.0,0.0,25375535104.0,23051491.600,13928195.400
08-05 04:35:09,54.399,8.321,34.120,0.119,0.009,3.032,0.0,1693798.400,22585864192.0,1486848.0,4716380160.0,23163547648.0,0.0,25375535104.0,24329521.400,14240027.800
08-05 04:35:14,53.919,8.537,34.275,0.153,0.0,3.115,0.0,2083328.0,22586286080.0,1486848.0,4619927552.0,23259578368.0,0.0,25375535104.0,23971615.400,14258568.0
08-05 04:35:19,55.785,8.783,32.161,0.119,0.0,3.152,0.0,3477504.0,22585790464.0,1486848.0,4627529728.0,23252471808.0,0.0,25375535104.0,24304998.0,14538971.0
08-05 04:35:24,52.636,9.507,34.770,0.119,0.0,2.968,0.0,1616384.0,22588174336.0,1486848.0,4635799552.0,23241818112.0,0.0,25375535104.0,22742282.200,13683909.600
08-05 04:35:29,53.881,8.713,34.010,0.119,0.0,3.278,0.0,1692774.400,22586904576.0,1486848.0,4643540992.0,23235346432.0,0.0,25375535104.0,24498642.200,14451893.600
08-05 04:35:34,53.684,8.686,34.388,0.162,0.0,3.080,0.0,1685708.800,22585552896.0,1486848.0,4652363776.0,23227875328.0,0.0,25375535104.0,24292981.800,14278992.0
08-05 04:35:39,54.783,8.843,33.053,0.136,0.0,3.186,0.0,1732096.0,22584950784.0,1486848.0,4660645888.0,23220195328.0,0.0,25375535104.0,24434047.0,14475191.600
08-05 04:35:44,52.795,10.830,33.212,0.127,0.0,3.036,0.0,1579417.600,22585556992.0,1486848.0,4668325888.0,23211909120.0,0.0,25375535104.0,22860840.400,13746667.600
08-05 04:35:49,53.721,8.819,34.197,0.110,0.008,3.144,0.0,1732608.0,22584238080.0,1486848.0,4676165632.0,23205388288.0,0.0,25375535104.0,24604551.800,14551126.0
08-05 04:35:54,53.773,8.515,34.322,0.127,0.0,3.263,0.0,1686220.800,22583902208.0,1486848.0,4684156928.0,23197732864.0,0.0,25375535104.0,24294375.600,14362280.200
08-05 04:35:59,54.481,8.410,33.929,0.162,0.0,3.019,0.0,1680486.400,22581362688.0,1486848.0,4692467712.0,23191961600.0,0.0,25375535104.0,24095588.600,14517484.400
08-05 04:36:04,53.949,10.703,32.186,0.111,0.0,3.052,0.0,1598259.200,22583697408.0,1486848.0,4700721152.0,23181373440.0,0.0,25375535104.0,22964571.800,13703406.0
08-05 04:36:09,55.673,8.826,32.182,0.127,0.0,3.191,0.0,1725542.400,22580281344.0,1486848.0,4708847616.0,23176663040.0,0.0,25375535104.0,24602281.200,14744883.200
08-05 04:36:14,55.399,8.625,32.784,0.161,0.0,3.031,0.0,2102272.0,22580809728.0,1486848.0,4612333568.0,23272648704.0,0.0,25375535104.0,23795057.200,14170234.200
08-05 04:36:19,54.857,8.645,33.181,0.144,0.0,3.173,0.0,3419136.0,22485454848.0,1486848.0,4620386304.0,23359950848.0,0.0,25375535104.0,23690551.0,14211720.600
08-05 04:36:24,55.027,9.816,31.914,0.119,0.0,3.124,0.0,1730252.800,22485692416.0,1486848.0,4628443136.0,23351656448.0,0.0,25375535104.0,24145555.400,14417701.200
08-05 04:36:29,53.565,8.243,35.025,0.119,0.008,3.039,0.0,1615769.600,22484643840.0,1486848.0,4636508160.0,23344640000.0,0.0,25375535104.0,23266968.200,13972435.200
08-05 04:36:34,55.582,8.855,32.371,0.136,0.0,3.056,0.0,1707008.0,22484078592.0,1486848.0,4644900864.0,23336812544.0,0.0,25375535104.0,24476242.800,14595281.400
08-05 04:36:39,54.634,8.308,33.878,0.111,0.0,3.070,0.0,1688780.800,22483017728.0,1486848.0,4653359104.0,23329415168.0,0.0,25375535104.0,23457159.600,13901919.0
08-05 04:36:44,54.126,10.682,31.920,0.110,0.008,3.153,0.0,1661337.600,22484594688.0,1486848.0,4660924416.0,23320272896.0,0.0,25375535104.0,24065827.0,14230825.200
08-05 04:36:49,55.084,8.832,32.698,0.128,0.0,3.259,0.0,1722265.600,22484058112.0,1486848.0,4669165568.0,23312568320.0,0.0,25375535104.0,24104439.400,14532907.400
08-05 04:36:54,55.434,8.492,32.947,0.119,0.0,3.007,0.0,1655193.600,22481141760.0,1486848.0,4677373952.0,23307276288.0,0.0,25375535104.0,24040723.200,14368751.0
08-05 04:36:59,54.483,8.251,34.144,0.128,0.0,2.994,0.0,1623142.400,22480732160.0,1486848.0,4685651968.0,23299407872.0,0.0,25375535104.0,23211372.0,13756973.400
08-05 04:37:04,51.504,9.894,35.299,0.136,0.0,3.168,0.0,1650892.800,22483451904.0,1486848.0,4693426176.0,23288913920.0,0.0,25375535104.0,23970318.200,14139459.600
08-05 04:37:09,56.432,8.877,31.215,0.119,0.0,3.357,0.0,1727180.800,22480982016.0,1486848.0,4702195712.0,23282614272.0,0.0,25375535104.0,24788519.400,14595407.600
08-05 04:37:14,53.952,8.294,34.564,0.187,0.009,2.994,0.0,2074316.800,22479794176.0,1486848.0,4605161472.0,23380836352.0,0.0,25375535104.0,23495179.200,14054452.600
08-05 04:37:19,55.322,8.585,32.851,0.145,0.0,3.097,0.0,3461529.600,22480781312.0,1486848.0,4613685248.0,23371325440.0,0.0,25375535104.0,23882197.400,14118242.800
08-05 04:37:24,52.609,9.934,34.400,0.111,0.0,2.945,0.0,1665536.0,22478938112.0,1486848.0,4621365248.0,23365488640.0,0.0,25375535104.0,23681946.600,14187347.600
08-05 04:37:29,55.730,8.786,32.198,0.119,0.0,3.167,0.0,1718988.800,22479912960.0,1486848.0,4629454848.0,23356424192.0,0.0,25375535104.0,24260461.800,14428023.600
08-05 04:37:34,53.225,8.524,35.009,0.145,0.0,3.097,0.0,1628364.800,22478929920.0,1486848.0,4637642752.0,23349219328.0,0.0,25375535104.0,23427018.600,14068063.800
08-05 04:37:39,55.578,8.663,32.516,0.111,0.009,3.123,0.0,1768140.800,22479962112.0,1486848.0,4645957632.0,23339872256.0,0.0,25375535104.0,24354956.600,14490227.800
08-05 04:37:44,54.411,10.731,31.642,0.144,0.0,3.071,0.0,1602969.600,22481252352.0,1486848.0,4653719552.0,23330820096.0,0.0,25375535104.0,23537922.600,14079273.200
08-05 04:37:49,55.276,8.815,32.629,0.111,0.0,3.168,0.0,1711001.600,22478544896.0,1486848.0,4662312960.0,23324934144.0,0.0,25375535104.0,24543233.800,14736077.0
08-05 04:37:54,56.716,8.430,31.629,0.111,0.0,3.114,0.0,1677312.0,22478135296.0,1486848.0,4670148608.0,23317508096.0,0.0,25375535104.0,23704171.400,14103953.800
08-05 04:37:59,52.662,8.454,35.712,0.128,0.0,3.045,0.0,1656627.200,22476546048.0,1486848.0,4678434816.0,23310811136.0,0.0,25375535104.0,23806205.200,14266556.600
08-05 04:38:04,53.937,10.179,32.662,0.111,0.0,3.112,0.0,1642496.0,22479020032.0,1486848.0,4686798848.0,23299973120.0,0.0,25375535104.0,23322956.200,13845338.400
08-05 04:38:09,52.735,8.612,35.400,0.127,0.008,3.117,0.0,1670656.0,22476201984.0,1486848.0,4694577152.0,23295012864.0,0.0,25375535104.0,24105071.400,14482356.0
08-05 04:38:14,54.763,8.695,33.116,0.136,0.0,3.291,0.0,2131763.200,22476537856.0,1486848.0,4598030336.0,23391223808.0,0.0,25375535104.0,24307488.600,14305437.600
08-05 04:38:19,53.689,8.382,34.648,0.136,0.0,3.145,0.0,3419545.600,22475038720.0,1486848.0,4606119936.0,23384633344.0,0.0,25375535104.0,23602699.600,14134460.0
08-05 04:38:24,55.026,9.991,31.794,0.119,0.0,3.070,0.0,1726976.0,22474883072.0,1486848.0,4614139904.0,23376769024.0,0.0,25375535104.0,24149374.0,14283047.200
08-05 04:38:29,54.874,8.371,33.551,0.119,0.0,3.085,0.0,1673318.400,22472712192.0,1486848.0,4622348288.0,23370731520.0,0.0,25375535104.0,23642795.600,14179427.600
08-05 04:38:34,56.235,8.872,31.465,0.153,0.0,3.275,0.0,1704755.200,22470537216.0,1486848.0,4630736896.0,23364517888.0,0.0,25375535104.0,24583856.400,14681203.0
08-05 04:38:39,55.445,8.469,33.002,0.136,0.0,2.948,0.0,1691955.200,22469992448.0,1486848.0,4639260672.0,23356538880.0,0.0,25375535104.0,23557614.0,14037555.0
08-05 04:38:44,53.896,11.250,31.608,0.119,0.008,3.118,0.0,1655603.200,22471979008.0,1486848.0,4647256064.0,23346556928.0,0.0,25375535104.0,23793006.0,14295731.600
08-05 04:38:49,54.778,8.808,33.231,0.119,0.0,3.064,0.0,1692262.400,22454640640.0,1486848.0,4654911488.0,23356239872.0,0.0,25375535104.0,23866866.0,14354045.0
08-05 04:38:54,50.191,7.991,38.742,0.127,0.0,2.949,0.0,1586483.200,22457298944.0,1486848.0,4662431744.0,23346061312.0,0.0,25375535104.0,22783451.200,13332752.800
08-05 04:38:59,48.881,7.879,39.998,0.145,0.0,3.097,0.0,1574809.600,22496964608.0,1486848.0,4670476288.0,23298351104.0,0.0,25375535104.0,23647462.800,13728356.600
08-05 04:39:04,54.966,10.414,30.878,0.110,0.0,3.632,0.0,1705779.200,22721994752.0,1486848.0,4678668288.0,23065128960.0,0.0,25375535104.0,25106704.600,14446467.800
08-05 04:39:09,54.074,8.861,33.413,0.119,0.008,3.526,0.0,1750937.600,22714789888.0,1486848.0,4687425536.0,23063576576.0,0.0,25375535104.0,24937419.0,15154924.200
08-05 04:39:14,55.472,8.532,32.563,0.170,0.0,3.263,0.0,2136268.800,22713544704.0,1486848.0,4591067136.0,23161180160.0,0.0,25375535104.0,24650417.600,14495807.800
08-05 04:39:19,55.350,8.626,32.693,0.170,0.0,3.161,0.0,1670656.0,22711537664.0,1486848.0,4599181312.0,23155073024.0,0.0,25375535104.0,23912740.800,14253002.200
08-05 04:39:24,54.831,9.763,32.191,0.161,0.0,3.054,0.0,3482214.400,22713401344.0,1486848.0,4607160320.0,23145230336.0,0.0,25375535104.0,23866517.800,14089136.0
08-05 04:39:29,54.897,8.628,33.243,0.128,0.009,3.097,0.0,1669836.800,22710775808.0,1486848.0,4615507968.0,23139508224.0,0.0,25375535104.0,23954498.0,14359330.800
08-05 04:39:34,56.620,8.790,31.324,0.171,0.0,3.095,0.0,1686528.0,22710972416.0,1486848.0,4623761408.0,23131058176.0,0.0,25375535104.0,24098341.600,14400204.200
08-05 04:39:39,57.420,8.468,30.976,0.136,0.0,2.999,0.0,1707520.0,22711611392.0,1486848.0,4631887872.0,23122292736.0,0.0,25375535104.0,23754793.400,14118233.0
08-05 04:39:44,54.461,10.753,31.530,0.110,0.0,3.146,0.0,1653145.600,22714462208.0,1486848.0,4639567872.0,23111761920.0,0.0,25375535104.0,23488859.800,14002105.200
08-05 04:39:49,53.808,8.551,34.289,0.162,0.0,3.191,0.0,1622528.0,22713892864.0,1486848.0,4647763968.0,23104135168.0,0.0,25375535104.0,23744165.400,14269294.400
08-05 04:39:54,54.286,8.418,34.039,0.111,0.0,3.146,0.0,1708339.200,22715453440.0,1486848.0,4655988736.0,23094349824.0,0.0,25375535104.0,24457174.400,14383340.200
08-05 04:39:59,52.474,8.108,36.206,0.128,0.009,3.075,0.0,1655296.0,22714785792.0,1486848.0,4663975936.0,23087030272.0,0.0,25375535104.0,23668279.400,14125550.400
08-05 04:40:04,54.255,10.394,32.103,0.119,0.0,3.129,0.0,1676902.400,22715199488.0,1486848.0,4672765952.0,23077826560.0,0.0,25375535104.0,24197401.0,14418022.800
08-05 04:40:09,52.979,8.439,35.404,0.127,0.0,3.051,0.0,1650892.800,22717349888.0,1486848.0,4680220672.0,23068221440.0,0.0,25375535104.0,23482437.0,13999339.600
08-05 04:40:14,54.178,8.391,34.037,0.170,0.0,3.224,0.0,2063872.0,22721232896.0,1486848.0,4583538688.0,23161020416.0,0.0,25375535104.0,23950593.800,14103481.800
08-05 04:40:19,53.003,8.385,35.188,0.127,0.0,3.296,0.0,1669017.600,22720778240.0,1486848.0,4592279552.0,23152734208.0,0.0,25375535104.0,24106340.800,14272782.800
08-05 04:40:24,54.604,10.442,31.521,0.118,0.0,3.314,0.0,3540377.600,22722985984.0,1486848.0,4600692736.0,23142113280.0,0.0,25375535104.0,24629035.800,14744927.400
08-05 04:40:29,54.508,8.558,33.721,0.119,0.008,3.085,0.0,1652633.600,22721314816.0,1486848.0,4608098304.0,23136378880.0,0.0,25375535104.0,23477010.600,14094857.600
08-05 04:40:34,53.885,8.695,34.035,0.170,0.0,3.215,0.0,1657036.800,22721642496.0,1486848.0,4616273920.0,23127875584.0,0.0,25375535104.0,24350725.400,14272075.800
08-05 04:40:39,53.097,8.403,35.177,0.110,0.0,3.212,0.0,1698508.800,22719295488.0,1486848.0,4624457728.0,23122038784.0,0.0,25375535104.0,24019719.800,14146326.400
08-05 04:40:44,53.588,10.420,32.732,0.111,0.0,3.150,0.0,1674444.800,22721134592.0,1486848.0,4632592384.0,23112065024.0,0.0,25375535104.0,24103459.200,14336523.800
08-05 04:40:49,54.390,8.780,33.498,0.102,0.0,3.230,0.0,1696870.400,22719700992.0,1486848.0,4641329152.0,23104761856.0,0.0,25375535104.0,24278374.200,14503978.800
08-05 04:40:54,52.533,8.457,35.815,0.119,0.008,3.068,0.0,1669529.600,22718586880.0,1486848.0,4648996864.0,23098208256.0,0.0,25375535104.0,23926368.600,14378384.200
08-05 04:40:59,55.572,8.485,32.689,0.128,0.0,3.127,0.0,1692774.400,22717845504.0,1486848.0,4657504256.0,23090442240.0,0.0,25375535104.0,23524230.600,14003169.800
08-05 04:41:04,53.879,10.433,32.487,0.110,0.0,3.090,0.0,1635123.200,22717009920.0,1486848.0,4665303040.0,23083479040.0,0.0,25375535104.0,24010750.0,14417608.200
08-05 04:41:09,55.585,8.599,32.700,0.119,0.0,2.997,0.0,1700147.200,22716432384.0,1486848.0,4673359872.0,23075999744.0,0.0,25375535104.0,23703374.800,14080966.800
08-05 04:41:14,53.512,8.244,35.081,0.162,0.009,2.992,0.0,2060185.600,22715863040.0,1486848.0,4681560064.0,23068368896.0,0.0,25375535104.0,23716497.200,14192901.0
08-05 04:41:19,55.200,8.719,32.668,0.127,0.0,3.286,0.0,1704243.200,22715871232.0,1486848.0,4689686528.0,23060234240.0,0.0,25375535104.0,24388066.600,14416782.200
08-05 04:41:24,51.514,10.563,34.802,0.170,0.0,2.951,0.0,3354316.800,22719541248.0,1486848.0,4697493504.0,23048757248.0,0.0,25375535104.0,22710009.400,13758067.200
08-05 04:41:29,55.927,9.063,31.631,0.119,0.0,3.259,0.0,1784320.0,22715011072.0,1486848.0,4705923072.0,23044857856.0,0.0,25375535104.0,25036543.200,14967891.200
08-05 04:41:34,55.624,8.736,32.388,0.127,0.0,3.124,0.0,1673420.800,22716141568.0,1486848.0,4714090496.0,23035559936.0,0.0,25375535104.0,23684077.200,14192398.800
08-05 04:41:39,54.149,8.468,34.161,0.119,0.009,3.095,0.0,1672908.800,22715547648.0,1486848.0,4721999872.0,23028244480.0,0.0,25375535104.0,23740655.600,14083129.400
08-05 04:41:44,52.140,11.068,33.467,0.136,0.0,3.190,0.0,1624473.600,22718013440.0,1486848.0,4730060800.0,23017717760.0,0.0,25375535104.0,23606934.400,14108154.200
08-05 04:41:49,55.419,8.969,32.139,0.110,0.0,3.363,0.0,1748684.800,22718083072.0,1486848.0,4738400256.0,23009308672.0,0.0,25375535104.0,24993757.600,14827155.400
08-05 04:41:54,54.887,8.499,33.399,0.145,0.0,3.071,0.0,1665024.0,22719168512.0,1486848.0,4746493952.0,23000129536.0,0.0,25375535104.0,23768068.800,14193671.400
08-05 04:41:59,53.592,8.486,34.801,0.162,0.0,2.959,0.0,1666867.200,22718971904.0,1486848.0,4754792448.0,22992027648.0,0.0,25375535104.0,23949518.200,14493900.0
08-05 04:42:04,55.132,10.911,30.734,0.102,0.009,3.113,0.0,1649868.800,22721638400.0,1486848.0,4763172864.0,22980980736.0,0.0,25375535104.0,23404933.600,13906862.800
08-05 04:42:09,55.875,8.629,32.350,0.128,0.0,3.018,0.0,1691136.0,22722035712.0,1486848.0,4771409920.0,22972346368.0,0.0,25375535104.0,24224255.200,14543481.400
08-05 04:42:14,57.009,8.569,31.318,0.145,0.0,2.959,0.0,2120704.0,22723284992.0,1486848.0,4674506752.0,23068000256.0,0.0,25375535104.0,23735147.0,14106584.0
08-05 04:42:19,54.914,8.499,33.510,0.145,0.0,2.932,0.0,1632972.800,22723768320.0,1486848.0,4682678272.0,23059345408.0,0.0,25375535104.0,23701363.600,14180018.0
08-05 04:42:24,54.672,10.347,31.736,0.127,0.0,3.118,0.0,3460710.400,22728593408.0,1486848.0,4690444288.0,23046754304.0,0.0,25375535104.0,23719908.800,13972196.200
08-05 04:42:29,54.236,8.481,34.010,0.102,0.0,3.171,0.0,1678233.600,22726664192.0,1486848.0,4698775552.0,23040352256.0,0.0,25375535104.0,23732234.0,14351831.0
08-05 04:42:34,56.447,8.665,31.637,0.136,0.0,3.115,0.0,1739571.200,22728515584.0,1486848.0,4707106816.0,23030169600.0,0.0,25375535104.0,24428544.200,14532525.800
08-05 04:42:39,56.859,8.510,31.558,0.120,0.009,2.945,0.0,1637171.200,22728626176.0,1486848.0,4715061248.0,23022104576.0,0.0,25375535104.0,23491029.0,14011134.600
08-05 04:42:44,54.432,11.884,30.461,0.110,0.0,3.113,0.0,1687654.400,22731206656.0,1486848.0,4723126272.0,23011459072.0,0.0,25375535104.0,23795453.0,14203827.600
08-05 04:42:49,56.344,8.587,31.819,0.119,0.0,3.132,0.0,1653862.400,22727376896.0,1486848.0,4731346944.0,23007068160.0,0.0,25375535104.0,23649672.400,14220347.600
08-05 04:42:54,56.352,8.699,31.831,0.128,0.0,2.991,0.0,1674342.400,22727008256.0,1486848.0,4739637248.0,22999146496.0,0.0,25375535104.0,24509685.0,14590577.200
08-05 04:42:59,55.204,8.160,33.484,0.128,0.009,3.015,0.0,1655296.0,22725435392.0,1486848.0,4747419648.0,22992936960.0,0.0,25375535104.0,23238229.0,13760017.600
08-05 04:43:04,54.025,9.990,32.777,0.119,0.0,3.089,0.0,1713664.0,22724444160.0,1486848.0,4755750912.0,22985596928.0,0.0,25375535104.0,24144875.400,14512059.400
08-05 04:43:09,53.920,8.351,34.573,0.111,0.0,3.045,0.0,1642188.800,22722363392.0,1486848.0,4764237824.0,22979190784.0,0.0,25375535104.0,23262357.600,13886709.400
08-05 04:43:14,54.616,8.536,33.407,0.161,0.0,3.279,0.0,2140774.400,22720135168.0,1486848.0,4667404288.0,23078252544.0,0.0,25375535104.0,24741197.200,14588325.600
08-05 04:43:19,54.713,8.479,33.686,0.111,0.0,3.011,0.0,1659187.200,22720745472.0,1486848.0,4675981312.0,23069065216.0,0.0,25375535104.0,23483540.800,14003803.200
08-05 04:43:24,53.690,11.383,31.569,0.127,0.008,3.223,0.0,3428761.600,22719950848.0,1486848.0,4683579392.0,23062261760.0,0.0,25375535104.0,23859769.400,14406296.600
08-05 04:43:29,54.070,8.480,34.090,0.128,0.0,3.232,0.0,1687961.600,22718803968.0,1486848.0,4692197376.0,23054790656.0,0.0,25375535104.0,23957754.400,14176624.600
08-05 04:43:34,53.567,8.720,34.481,0.119,0.0,3.111,0.0,1712435.200,22716715008.0,1486848.0,4699951104.0,23049125888.0,0.0,25375535104.0,23766518.0,14415646.200
08-05 04:43:39,55.319,8.611,32.868,0.119,0.0,3.083,0.0,1690521.600,22717779968.0,1486848.0,4708093952.0,23039918080.0,0.0,25375535104.0,24370170.200,14365614.600
08-05 04:43:44,53.112,10.410,33.302,0.119,0.0,3.057,0.0,1613312.0,22718877696.0,1486848.0,4715937792.0,23030976512.0,0.0,25375535104.0,23213532.400,13945605.0
08-05 04:43:49,55.839,9.057,31.614,0.128,0.0,3.362,0.0,1743564.800,22715371520.0,1486848.0,4724879360.0,23025541120.0,0.0,25375535104.0,24809801.0,14757240.0
08-05 04:43:54,52.394,8.089,36.421,0.128,0.0,2.968,0.0,1572352.0,22713540608.0,1486848.0,4732030976.0,23020220416.0,0.0,25375535104.0,22895811.400,13615558.200
08-05 04:43:59,55.158,8.761,32.699,0.136,0.0,3.246,0.0,1741004.800,22712193024.0,1486848.0,4740521984.0,23013076992.0,0.0,25375535104.0,25078764.0,14745047.200
08-05 04:44:04,52.946,10.201,33.631,0.119,0.009,3.094,0.0,1636556.800,22714384384.0,1486848.0,4757311488.0,22994096128.0,0.0,25375535104.0,22906262.200,13795709.600
08-05 04:44:09,55.613,8.865,32.184,0.127,0.0,3.210,0.0,1718886.400,22712963072.0,1486848.0,4765233152.0,22987595776.0,0.0,25375535104.0,24930700.200,14843512.600
08-05 04:44:14,55.493,8.578,32.627,0.145,0.0,3.157,0.0,2101248.0,22712832000.0,1486848.0,4669165568.0,23083794432.0,0.0,25375535104.0,23528266.200,14092991.200
08-05 04:44:19,55.296,8.649,32.850,0.128,0.009,3.068,0.0,1677312.0,22712397824.0,1486848.0,4676829184.0,23076564992.0,0.0,25375535104.0,23963682.0,14358660.600
08-05 04:44:24,54.959,10.156,31.699,0.136,0.0,3.051,0.0,1667072.0,22714552320.0,1486848.0,4684922880.0,23066316800.0,0.0,25375535104.0,23598468.0,14106734.800
08-05 04:44:29,55.107,8.851,32.913,0.145,0.0,2.984,0.0,3493376.0,22712905728.0,1486848.0,4693168128.0,23059718144.0,0.0,25375535104.0,24024017.600,14425545.0
08-05 04:44:34,56.459,8.899,31.534,0.119,0.0,2.989,0.0,1714995.200,22712373248.0,1486848.0,4701888512.0,23051530240.0,0.0,25375535104.0,23936176.0,14249071.200
08-05 04:44:39,54.344,8.185,34.451,0.128,0.0,2.893,0.0,1616793.600,22711402496.0,1486848.0,4709425152.0,23044964352.0,0.0,25375535104.0,23404190.400,14023198.200
08-05 04:44:44,53.893,10.658,32.271,0.102,0.009,3.067,0.0,1650688.0,22713151488.0,1486848.0,4717772800.0,23034867712.0,0.0,25375535104.0,23713577.400,13962963.400
08-05 04:44:49,54.602,8.873,33.302,0.110,0.0,3.113,0.0,1666764.800,22711099392.0,1486848.0,4725612544.0,23029080064.0,0.0,25375535104.0,24191234.800,14513392.600
08-05 04:44:54,56.057,8.722,31.922,0.111,0.0,3.188,0.0,1700659.200,22710059008.0,1486848.0,4733747200.0,23021985792.0,0.0,25375535104.0,24211728.0,14446072.800
08-05 04:44:59,54.488,8.534,33.871,0.102,0.0,3.006,0.0,1636454.400,22709035008.0,1486848.0,4741689344.0,23015067648.0,0.0,25375535104.0,23272405.800,13838986.0
08-05 04:45:04,53.554,10.305,32.519,0.127,0.0,3.494,0.0,1684275.200,22710624256.0,1486848.0,4749811712.0,23005356032.0,0.0,25375535104.0,24605538.800,14214335.200
08-05 04:45:09,54.346,8.777,33.515,0.136,0.009,3.218,0.0,1683763.200,22708400128.0,1486848.0,4758130688.0,22999261184.0,0.0,25375535104.0,24421665.0,14497769.800
08-05 04:45:14,53.907,8.605,34.147,0.179,0.0,3.163,0.0,2128281.600,22708637696.0,1486848.0,4661792768.0,23095361536.0,0.0,25375535104.0,24143803.800,14456551.200
08-05 04:45:19,53.492,8.404,35.051,0.128,0.0,2.926,0.0,1612697.600,22707970048.0,1486848.0,4669452288.0,23088369664.0,0.0,25375535104.0,22822875.200,13655780.200
08-05 04:45:24,54.070,10.788,31.684,0.111,0.0,3.346,0.0,1719705.600,22707490816.0,1486848.0,4677779456.0,23080521728.0,0.0,25375535104.0,24942070.800,14702145.200
08-05 04:45:29,54.620,8.576,33.464,0.110,0.0,3.230,0.0,3451187.200,22704914432.0,1486848.0,4685950976.0,23074926592.0,0.0,25375535104.0,23792289.800,14278569.600
08-05 04:45:34,54.691,8.641,33.515,0.145,0.009,3.000,0.0,1714688.0,22702739456.0,1486848.0,4694290432.0,23068762112.0,0.0,25375535104.0,24014029.200,14452652.600
08-05 04:45:39,55.212,8.451,33.047,0.119,0.0,3.171,0.0,1667379.200,22703947776.0,1486848.0,4702269440.0,23059574784.0,0.0,25375535104.0,23684160.600,14083521.200
08-05 04:45:44,52.321,11.178,33.228,0.136,0.0,3.137,0.0,1623654.400,22706065408.0,1486848.0,4710309888.0,23049416704.0,0.0,25375535104.0,23271721.800,14146703.0
08-05 04:45:49,54.063,8.754,33.854,0.110,0.0,3.218,0.0,1687040.0,22706593792.0,1486848.0,4718354432.0,23040843776.0,0.0,25375535104.0,24250097.800,14251405.600
08-05 04:45:54,54.216,8.635,33.922,0.136,0.008,3.082,0.0,1680179.200,22706978816.0,1486848.0,4726493184.0,23032320000.0,0.0,25375535104.0,24001971.600,14435912.400
08-05 04:45:59,56.430,8.639,31.707,0.111,0.0,3.113,0.0,1730457.600,22706950144.0,1486848.0,4734881792.0,23023960064.0,0.0,25375535104.0,24419901.600,14545876.800
